Time S R 
3.220056 453 0 
3.220684 454 0 
3.22377 455 0 
3.223832 456 0 
3.227576 457 0 
3.229522 456 0 
3.231853 455 0 
3.234422 456 0 
3.235167 455 0 
3.235943 456 0 
3.239449 457 0 
3.240253 456 0 
3.241233 457 0 
3.241933 458 0 
3.243577 459 0 
3.244016 460 0 
3.244552 461 0 
3.248721 460 0 
3.249081 461 0 
3.249199 460 0 
3.249427 461 0 
3.254221 462 0 
3.257175 461 0 
3.257236 462 0 
3.25992 463 0 
3.261172 464 0 
3.261575 465 0 
3.26192 464 0 
3.262749 463 0 
3.263496 464 0 
3.265086 463 0 
3.267381 464 0 
3.268697 465 0 
3.27205 464 0 
3.272649 465 0 
3.273789 464 0 
3.278893 465 0 
3.281448 466 0 
3.281833 467 0 
3.283477 466 0 
3.28583 465 0 
3.286121 466 0 
3.28626 467 0 
3.288419 468 0 
3.290627 469 0 
3.296296 470 0 
3.296923 469 0 
3.297139 470 0 
3.297418 471 0 
3.299027 470 0 
3.299103 471 0 
3.299409 472 0 
3.303168 473 0 
3.304915 474 0 
3.307361 475 0 
3.307845 474 0 
3.310366 473 0 
3.31158 472 0 
3.317951 471 0 
3.318474 470 0 
3.319453 469 0 
3.319754 468 0 
3.320656 469 0 
3.322986 468 0 
3.326303 469 0 
3.328158 468 0 
3.328695 469 0 
3.329901 470 0 
3.333355 469 0 
3.334116 470 0 
3.334171 471 0 
3.335181 472 0 
3.335726 471 0 
3.335842 472 0 
3.336831 473 0 
3.341342 472 0 
3.341884 473 0 
3.343537 474 0 
3.343713 475 0 
3.344975 476 0 
3.345829 477 0 
3.349588 476 0 
3.349873 475 0 
3.35202 476 0 
3.352368 475 0 
3.3555 476 0 
3.355509 477 0 
3.355932 478 0 
3.356294 477 0 
3.357302 478 0 
3.358531 477 0 
3.358827 478 0 
3.362328 479 0 
3.365777 480 0 
3.366982 479 0 
3.36827 478 0 
3.369756 479 0 
3.37035 478 0 
3.373212 479 0 
3.374962 480 0 
3.37524 481 0 
3.375682 482 0 
3.375957 483 0 
3.376872 482 0 
3.37855 483 0 
3.379542 484 0 
3.379807 485 0 
3.380523 486 0 
3.381178 487 0 
3.382827 488 0 
3.384291 487 0 
3.384318 488 0 
3.384625 489 0 
3.384893 490 0 
3.38558 491 0 
3.386749 492 0 
3.386951 493 0 
3.387923 494 0 
3.390249 495 0 
3.390629 494 0 
3.392671 493 0 
3.395112 494 0 
3.3997 493 0 
3.400317 492 0 
3.40173 491 0 
3.402908 492 0 
3.403827 493 0 
3.403996 494 0 
3.404702 495 0 
3.405257 496 0 
3.405398 497 0 
3.406131 498 0 
3.407221 497 0 
3.408205 496 0 
3.410434 495 0 
3.412248 496 0 
3.413306 497 0 
3.415312 496 0 
3.416771 495 0 
3.421558 496 0 
3.421673 497 0 
3.421676 498 0 
3.422633 499 0 
3.423208 498 0 
3.42337 497 0 
3.430985 498 0 
3.432633 499 0 
3.432785 500 0 
3.434096 501 0 
3.434591 500 0 
3.435343 501 0 
3.439384 502 0 
3.440547 503 0 
3.442223 504 0 
3.443691 505 0 
3.444887 506 0 
3.445052 505 0 
3.446202 506 0 
3.446474 505 0 
3.447433 504 0 
3.448883 505 0 
3.449503 506 0 
3.451351 507 0 
3.455689 508 0 
3.456419 509 0 
3.457705 510 0 
3.45781 511 0 
3.458991 512 0 
3.459745 513 0 
3.465303 512 0 
3.467575 513 0 
3.469841 512 0 
3.471776 513 0 
3.473843 512 0 
3.475399 513 0 
3.481687 512 0 
3.482129 513 0 
3.486142 514 0 
3.486927 515 0 
3.490967 514 0 
3.491343 513 0 
3.491508 514 0 
3.492166 515 0 
3.494146 514 0 
3.4974 515 0 
3.498199 516 0 
3.499314 515 0 
3.502846 516 0 
3.5067 517 0 
3.507318 518 0 
3.507421 519 0 
3.508577 518 0 
3.509007 519 0 
3.509581 520 0 
3.510111 519 0 
3.51043 520 0 
3.511254 521 0 
3.511981 522 0 
3.512119 523 0 
3.515085 524 0 
3.516072 523 0 
3.517105 524 0 
3.520157 523 0 
3.520889 522 0 
3.520973 523 0 
3.521728 522 0 
3.521834 521 0 
3.522654 522 0 
3.52316 523 0 
3.524672 524 0 
3.525222 525 0 
3.526419 524 0 
3.527568 525 0 
3.528613 526 0 
3.529557 527 0 
3.529597 528 0 
3.530286 529 0 
3.531074 528 0 
3.531373 527 0 
3.53167 528 0 
3.534694 527 0 
3.541036 526 0 
3.545433 527 0 
3.545747 526 0 
3.546012 525 0 
3.546623 524 0 
3.552957 523 0 
3.554443 524 0 
3.554815 525 0 
3.555206 524 0 
3.556431 523 0 
3.556974 522 0 
3.559179 523 0 
3.562175 522 0 
3.562905 523 0 
3.564406 524 0 
3.564944 525 0 
3.565303 526 0 
3.56537 527 0 
3.56551 528 0 
3.565896 529 0 
3.567927 530 0 
3.569205 531 0 
